Compare,Icon,Name,Type,Element,PATK,MATK,PDEF,MDEF,TOTAL,COST,Colo Skill,C. Aid Skill
Compare,,"Great Crescent Moon
大三日月鎌",Polearm,,2545,2740,1356,1459,"8100
(Lv140)",18,"Evil Hail of Protection (III)
Deal great magical damage to 1-2 enemies, and increase own magical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Salamander's Burning Gun
火蜥蜴の焔銃",Ranged,,2474,2733,1349,1452,"8008
(Lv140)",18,"Evil Ember of Defense (III)
Deal great magical damage to 1 enemy, and decrease their magical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Centipede's Tooth
百足王の牙",Hammer,,2994,2317,1546,1137,"7994
(Lv140)",18,"Flame God's Force (III)
Deal great physical damage to 1-2 enemies, and decrease their physical ATK and magical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Blade of Calming Green
緑の凪刃",Blade,,2746,2478,1463,1320,"8007
(Lv140)",18,"風神の威圧(参)
Deal great physical damage to 1 enemy, and decrease their physical DEF and magical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Thorn Staff
荊棘の杖",Staff,,2616,2547,1697,1714,"8574
(Lv140)",20,"Staff of Assault (IV)
Heal 2 allies by a great amount of HP, and increase their magical ATK by a small amount.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Thorn Grimore
荊棘の魔術書",Tome,,3041,2543,1616,1353,"8553
(Lv140)",20,"Incantation of Shackles (III)
Reduce the physical ATK and physical DEF of 1-2 enemies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Thorn Violin
荊棘の提琴",Instr.,,2496,3081,1326,1648,"8551
(Lv140)",20,"Sorcerer's Rondo (IV)
Increase the magical ATK of 2 allies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Thorn Scythe
荊棘の鎌",Polearm,,2504,3089,1360,1599,"8552
(Lv140)",20,"Evil Blaze of Protection (IV)
Deal great magical damage to 1-2 enemies, and increase own magical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Thorn Blade
荊棘の剣",Blade,,3090,2544,1617,1329,"8580
(Lv140)",20,"Icicle of Onslaught (IV)
Deal massive physical damage to 1 enemy, and decrease their physical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Evil God's Violin
邪神の提琴",Instr.,,2550,3038,1599,1355,"8542
(Lv140)",20,"Sorcerer's Rondo (III)
Increase the magical ATK of 1-2 allies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Evil God's Apocrypha
邪神の外典",Tome,,3003,2543,1389,1614,"8549
(Lv140)",20,"Incantation of Rust (III)
Reduce the physical ATK of 1-2 enemies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Evil God's Coffin Staff
邪神の棺杖",Staff,,2610,2605,1660,1649,"8524
(Lv140)",20,"Breath of Assault (II)
Heal 2 allies by a moderate amount of HP, and increase their physical ATK by a small amount.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Evil God's Naginata
邪神の薙刀",Polearm,,2619,3006,1363,1576,"8564
(Lv140)",20,"Boundary of Heat (III)
Deal great magical damage to 1-2 enemies, and increase own physical DEF and magical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Evil God's Axe
邪神の斧",Hammer,,3008,2612,1602,1332,"8554
(Lv140)",20,"Hailstorm of Defense (III)
Deal great physical damage to 1-2 enemies, and decrease their physical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Evil God's Violin
邪神の琴",Instr.,,2477,2472,1522,1520,"7991
(Lv140)",19,"Holy Knight's Gospel (III)
Increase the physical DEF and magical DEF of 1-2 allies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Evil God's Record
邪神の典籍",Tome,,2474,2469,1520,1517,"7980
(Lv140)",19,"Incantation of Submission (III)
Reduce the physical DEF and magical DEF of 1-2 enemies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Evil God's Commandment Staff
邪神の戒杖",Staff,,2428,2479,1540,1559,"8006
(Lv140)",19,"Staff of Protection (III)
Heal 1-2 allies by a great amount of HP, and increase their magical DEF by a small amount.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Evil God's Bow
邪神の弓",Ranged,,2322,2740,1462,1482,"8006
(Lv140)",19,"Water Technique of the Twin Songs (III)
Deal great magical damage to 1 enemy. Increase Combo Count by +5 when comboing.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Evil God's Hammer
邪神の槌",Hammer,,2698,2359,1482,1457,"7996
(Lv140)",19,"Inferno of Assault (III)
Deal great physical damage to 1-2 enemies, and increase own physical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Evil God's Tome
邪神の書",Tome,,2144,2346,1143,1184,"6817
(Lv140)",19,"Incantation of Debilitation (II)
Reduce the magical ATK of 2 enemies by a moderate amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Evil God's Flute
邪神の横笛",Instr.,,2088,2137,1228,1247,"6700
(Lv140)",19,"Barrier Master's Nocturne (II)
Increase the magical DEF of 2 allies by a moderate amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Evil God's Staff
邪神の杖",Staff,,2152,2147,1238,1236,"6773
(Lv140)",19,"Gospel of Charity (III)
Heal 1-3 allies by a great amount of HP.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Evil God's Scythe
邪神の鎌",Polearm,,2149,2312,1147,1189,"6797
(Lv140)",19,"Evil Thunder of Assault (III)
Deal great magical damage to 1-2 enemies, and increase own magical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Evil God's Blade
邪神の剣",Blade,,2315,2142,1189,1143,"6789
(Lv140)",19,"Barricade of Heat (III)
Deal great physical damage to 1 enemy, and increase own physical DEF and magical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Life Chooser
命の選択",Staff,,2485,2544,1489,1505,"8023
(Lv140)",18,"身護の誓願(Ⅴ)
Heal 2-3 allies by a moderate amount of HP, and increase their magical DEF by a small amount.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Book of the Fiery Soul
炎魂の書",Tome,,2820,2815,1233,1231,"8099
(Lv140)",18,"Incantation of Corrosion (IV)
Reduce the physical ATK and magical ATK of 1-3 enemies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Crown of Bubbles
泡沫の王冠",Focus,,2548,2742,1359,1437,"8086
(Lv140)",18,"Evil Thunder of Onslaught (IV)
Deal great magical damage to 1-2 enemies, and decrease their magical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Guide of the Evil Rabbit
悪兎の道しるべ",Instr.,,2484,2479,1562,1559,"8084
(Lv140)",18,"破邪ノ凱歌(参重奏)
Increase the physical DEF and magical DEF of 2 allies by a massive amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"The Pride Of The Executioner
処刑人の誇り",Polearm,,2640,2635,1402,1400,"8077
(Lv140)",18,"Evil Blaze Onslaught (V)
Deal great magical damage to 1-3 enemies, and decrease their magical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Unintentional Gun
無作為の銃",Ranged,,1994,2985,1234,1587,"7800
(Lv140)",18,"Evil Gust of Assault (V)
Deal colossal magical damage to 1 enemy, and increase own magical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Hegemony of the Emperor
皇帝の覇権",Hammer,,2993,1992,1592,1234,"7811
(Lv140)",18,"Hailstorm of Defense (V)
Deal great physical damage to 1-3 enemies, and decrease their physical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Poison Snake's Jaws
毒蛇の顎",Blade,,2997,2365,1465,1294,"8121
(Lv140)",18,"Flame God's Intimidation (V)
Deal colossal physical damage to 1 enemy, and decrease their physical DEF and magical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Unraveled Aftermath
解放の余波",Staff,,3078,3074,2420,2340,"10912
(Lv140)",23,"破撃の萌芽(Ⅵ)
Heal 2-3 allies by a great amount of HP, and increase their physical ATK by a small amount.","Recovery Support (IV)
Fixed chance to massively increase HP recovered while healing."
Compare,,"The Mercury Lush Flower Flute
水銀の豊華笛",Instr.,,3877,3222,2247,1576,"10922
(Lv140)",23,"The Passion of the Gladiator (IV)
Increase the physical ATK and magical DEF of 1-3 allies by a great amount.","Assistance Support (IV)
Fixed chance to massively increase support effects while providing backup."
Compare,,"Lamp of Betrayal
裏切りの提燈",Focus,,3285,3869,1712,2080,"10946
(Lv140)",23,"魔絶の烈火(Ⅴ)
Deal great magical damage to 1-3 enemies.","Dauntless Courage (IV)
Fixed chance to massively increase damage while attacking."
Compare,,"Tome of the Burning Sun
炎陽の魔書",Tome,,3293,3927,1999,1718,"10937
(Lv140)",23,"幻鎖ノ呪術(Ⅳ)
Reduce the magical ATK and physical DEF of 1-3 enemies by a great amount.","Assistance Support (IV)
Fixed chance to massively increase support effects while providing backup."
Compare,,"Hero Hunter's Bow
勇者狩りの弓",Ranged,,3076,3873,1882,2085,"10916
(Lv140)",23,"魔絶の突風(Ⅴ)
Deal colossal magical damage to 1 enemy.","Dauntless Courage (IV)
Fixed chance to massively increase damage while attacking."
Compare,,"Venomous Hammer
猛毒の槌",Hammer,,3924,2804,2117,2056,"10901
(Lv140)",23,"Hailstorm of Assault (V)
Deal great physical damage to 1-3 enemies, and increase own physical ATK by a small amount.","Dauntless Courage (IV)
Fixed chance to massively increase damage while attacking."
Compare,,"Severe Strike
苛烈なる打撃",Hammer,,2908,1665,1660,1454,"7687
(Lv120)",20,"Inferno of Destruction (IV)
Deal massive physical damage to 1-2 enemies.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Ring Fragments of Diligence
智ノ環片",Tome,,2377,2745,1209,1348,"7679
(Lv120)",20,"Incantation of Debilitation (V)
Reduce the magical ATK of 2-3 enemies by a great amount.","Assistance Support (III)
Fixed chance to greatly increase support effects while providing backup."
Compare,,"Diluted Spear of Humility
忠ノ淡槍",Polearm,,2266,2743,1184,1490,"7683
(Lv120)",20,"陣風の纏魔(Ⅳ)
Deal great magical damage to 1-2 enemies, and increase Power when Allies Nightmare [警鐘ハ散華ノ風ヲ呼ブ(The Bell Sounds a Storm)] is active.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Frigid Eradication of Fortitude
剛ノ凛絶",Blade,,2764,1907,1523,1488,"7682
(Lv120)",20,"Icicle of Leeching (IV)
Deal massive physical damage to 1 enemy, and recover a small amount of own HP.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Moonlight Club
月夜の棍棒",Hammer,,1165,932,617,507,"3221
(Lv80)",14,"Rampart of Black Ice (I)
Deal small physical damage to 1-2 enemies, and increase own physical DEF and magical DEF by a small amount.","P.ATK Support (I)
Fixed chance to slightly increase own physical ATK while attacking."
Compare,,"Moonlight Scythe
月夜の鎌",Polearm,,978,1153,500,619,"3250
(Lv80)",14,"Evil Hail of Assault (I)
Deal small magical damage to 1-2 enemies, and increase own magical ATK by a small amount.","Mental Focus (I)
Fixed chance to slightly increase own magical ATK while attacking."
Compare,,"Moonlight Fan
月夜の扇",Focus,,978,1374,430,458,"3240
(Lv80)",14,"Torrent of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Calamitous Tome of Gluttony (Urauchi)
大食ノ禍書(ウラウチ)",Tome,,2303,2262,1038,1016,"6619
(Lv120)",20,"Incantation of Corrosion (II)
Reduce the physical ATK and magical ATK of 2 enemies by a moderate amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Staff of Aesthetics
耽美の杖",Staff,,2259,2364,1500,1541,"7664
(Lv120)",19,"Staff of Assault (IV)
Heal 2 allies by a great amount of HP, and increase their magical ATK by a small amount.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Rifle of the Soul Essence
真髄の小銃",Ranged,,2413,2922,1282,1509,"8126
(Lv120)",20,"Water Technique of the Twin Songs (IV)
Deal massive magical damage to 1 enemy. Increase Combo Count by +5 when comboing.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Black Blade of Hellfire
業火の黒剣",Blade,,2378,1921,1267,1045,"6611
(Lv120)",20,"Flames of Assault (III)
Deal great physical damage to 1 enemy, and increase own physical ATK by a small amount.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Azure Longing
憧憬の青",Tome,,1007,1029,631,629,"3296
(Lv80)",14,"Curse of Submission (II)
Reduce the physical DEF and magical DEF of 1 enemy by a moderate amount.","Replenish Magic (I)
Fixed chance to slightly reduce SP consumption while executing commands."
Compare,,"Greatsword of 7 Night Tales
七夜叙事の大剣",Blade,,1162,979,622,537,"3300
(Lv80)",14,"Icicle of Leeching (II)
Deal moderate physical damage to 1 enemy, and recover a small amount of own HP.","P.ATK Support (II)
Fixed chance to moderately increase own physical ATK while attacking."
Compare,,"Intelligent Water Mirror
叡智の水鏡",Tome,,2624,2620,1203,1201,"7648
(Lv120)",20,"Incantation of Corrosion (III)
Reduce the physical ATK and magical ATK of 1-2 enemies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Silent Hobby Horse
沈黙の木馬",Staff,,2260,2256,1569,1592,"7677
(Lv120)",20,"Blessed Gospel (IV)
Heal 2-3 allies by a moderate amount of HP.","Replenish Magic (III)
Fixed chance to greatly reduce SP consumption while executing commands."
Compare,,"Scythe of Wild Hounds
狂犬の鎌",Polearm,,2268,2764,1209,1421,"7662
(Lv120)",20,"Evil Blaze of Assault (IV)
Deal great magical damage to 1-2 enemies, and increase own magical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Bread-tearing Tool of Delusion
虚妄のパンちぎり機",Ranged,,2113,2557,1105,1324,"7099
(Lv120)",19,"Evil Hail of Leeching (IV)
Deal massive magical damage to 1 enemy, and recover a small amount of own HP.","乾坤一擲/銃撃(弐)
When Attacking, Chance to get a small amount of inochi(lifeforce). ※Increased Power with more Ranged in Main Grid (Small ~ Massive)"
